_id,Date,Rain,Temp Max,Temp Min
268,1951-09-25T00:00:00,"",34.58000183,24.86000061
269,1951-09-26T00:00:00,"",35.22999954,24.94000053
270,1951-09-27T00:00:00,"",34.36999893,24.03000069
271,1951-09-28T00:00:00,"",34.72999954,24.32999992
272,1951-09-29T00:00:00,"",35.02999878,23.63999939
273,1951-09-30T00:00:00,"",35.43000031,23.94000053
274,1951-01-10T00:00:00,"",34.58000183,23.89999962
275,1951-02-10T00:00:00,"",31.85000038,23.51000023
276,1951-03-10T00:00:00,"",31.20000076,23.62999916
277,1951-04-10T00:00:00,"",32.56999969,23.78000069
278,1951-05-10T00:00:00,"",33.70000076,24.45999908
279,1951-06-10T00:00:00,"",32.95000076,23.38999939
280,1951-07-10T00:00:00,"",33.06999969,22.53000069
281,1951-08-10T00:00:00,"",33.13999939,22.48999977
282,1951-09-10T00:00:00,"",33.25999832,23.21999931
283,1951-10-10T00:00:00,"",33.54999924,22.75
284,1951-11-10T00:00:00,"",34.45000076,22.29999924
285,1951-12-10T00:00:00,"",34.88999939,22.79999924
286,1951-10-13T00:00:00,"",35.00999832,23.21999931
287,1951-10-14T00:00:00,"",35.11999893,23.93000031
288,1951-10-15T00:00:00,"",33.27999878,23.60000038
289,1951-10-16T00:00:00,"",28.70999908,22.35000038
290,1951-10-17T00:00:00,"",29.15999985,22.78000069
291,1951-10-18T00:00:00,"",31.17000008,23.30999947
292,1951-10-19T00:00:00,"",31.21999931,22.45000076
293,1951-10-20T00:00:00,"",31.46999931,22.77000046
294,1951-10-21T00:00:00,"",33.36000061,22.95999908
295,1951-10-22T00:00:00,"",33.77000046,23.54999924
296,1951-10-23T00:00:00,"",34.59999847,23.68000031
297,1951-10-24T00:00:00,"",33.81000137,22.36000061
298,1951-10-25T00:00:00,"",33.34999847,22.35000038
299,1951-10-26T00:00:00,"",33.95999908,22.06999969
300,1951-10-27T00:00:00,"",34.40000153,21.48999977
301,1951-10-28T00:00:00,"",34.29999924,20.71999931
302,1951-10-29T00:00:00,"",34.34999847,20.35000038
303,1951-10-30T00:00:00,"",34.43000031,20.15999985
304,1951-10-31T00:00:00,"",34.22000122,20.40999985
305,1951-01-11T00:00:00,"",34.20000076,18.39999962
306,1951-02-11T00:00:00,"",34.25999832,20.84000015
307,1951-03-11T00:00:00,"",34.38000107,21.43000031
308,1951-04-11T00:00:00,"",34.31000137,20.79000092
309,1951-05-11T00:00:00,"",34.13000107,18.23999977
310,1951-06-11T00:00:00,"",34.24000168,18.21999931
311,1951-07-11T00:00:00,"",34.34999847,20.52000046
312,1951-08-11T00:00:00,"",34.40000153,21.43000031
313,1951-09-11T00:00:00,"",34.29000092,20.62999916
314,1951-10-11T00:00:00,"",34.86999893,18.70000076
315,1951-11-11T00:00:00,"",34.06000137,18.22999954
316,1951-12-11T00:00:00,"",33.88999939,17.64999962
317,1951-11-13T00:00:00,"",32.66999817,18.12999916
318,1951-11-14T00:00:00,"",33.22000122,17.78000069
319,1951-11-15T00:00:00,"",33.81999969,19.29999924
320,1951-11-16T00:00:00,"",33,20.06999969
321,1951-11-17T00:00:00,"",33.06000137,19.65999985
322,1951-11-18T00:00:00,"",32.74000168,19.12999916
323,1951-11-19T00:00:00,"",33.02000046,17.67000008
324,1951-11-20T00:00:00,"",34.02000046,19.34000015
325,1951-11-21T00:00:00,"",34.5,21.20000076
326,1951-11-22T00:00:00,"",33.29000092,22.23999977
327,1951-11-23T00:00:00,"",32.34000015,22.14999962
328,1951-11-24T00:00:00,"",29.17000008,20.90999985
329,1951-11-25T00:00:00,"",31.20999908,20.20999908
330,1951-11-26T00:00:00,"",31.18000031,18.82999992
331,1951-11-27T00:00:00,"",31.10000038,17.56999969
332,1951-11-28T00:00:00,"",31.47999954,18.10000038
333,1951-11-29T00:00:00,"",32.84999847,18.70999908
334,1951-11-30T00:00:00,"",33.06000137,17.84000015
335,1951-01-12T00:00:00,"",32.47999954,18.23999977
336,1951-02-12T00:00:00,"",31.70000076,17.10000038
337,1951-03-12T00:00:00,"",31.67000008,17.64999962
338,1951-04-12T00:00:00,"",32.20999908,17.77000046
339,1951-05-12T00:00:00,"",31.65999985,15.92000008
340,1951-06-12T00:00:00,"",30.94000053,14.73999977
341,1951-07-12T00:00:00,"",30.29999924,14.35000038
342,1951-08-12T00:00:00,"",30.37000084,14.39000034
343,1951-09-12T00:00:00,"",30.87999916,13.93000031
344,1951-10-12T00:00:00,"",30.97999954,14.10000038
345,1951-11-12T00:00:00,"",30.70999908,12.92000008
346,1951-12-12T00:00:00,"",30.67000008,13.21000004
347,1951-12-13T00:00:00,"",29.96999931,13.18000031
348,1951-12-14T00:00:00,"",30.20999908,13.80000019
349,1951-12-15T00:00:00,"",30.29000092,14.19999981
350,1951-12-16T00:00:00,"",31.22999954,15.72000027
351,1951-12-17T00:00:00,"",31.62999916,16.35000038
352,1951-12-18T00:00:00,"",31.52000046,17.67000008
353,1951-12-19T00:00:00,"",32.66999817,18.17000008
354,1951-12-20T00:00:00,"",31.30999947,16.10000038
355,1951-12-21T00:00:00,"",31.17000008,15.27000046
356,1951-12-22T00:00:00,"",31.15999985,14.57999992
357,1951-12-23T00:00:00,"",30.97999954,13.47999954
358,1951-12-24T00:00:00,"",30.35000038,12.81000042
359,1951-12-25T00:00:00,"",30.51000023,12.84000015
